`Jan 30 16:24:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::engine: | Received PeerConnected message with peer info: PeerInfo { peer_id: [2, 251, 163, 36, 246, 153, 171, 101, 160, 163, 129, 32, 16, 226, 114, 198, 12, 165, 91, 96, 190, 54, 190, 79, 201, 151, 135, 80, 99, 42, 77, 175, 87] }
Jan 30 17:15:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 77 *): Got BlockNew: 77 / 4fa61fa8a5b9857a6b23061f4d42d845a4fa444539e99bcf854403028ecfc44b0925e23d728720b69f15176ea86e102f8be2276a37ed5b6ad1c614f097e2f9b3
Jan 30 17:15:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 4fa61fa8a5b9857a6b23061f4d42d845a4fa444539e99bcf854403028ecfc44b0925e23d728720b69f15176ea86e102f8be2276a37ed5b6ad1c614f097e2f9b3
Jan 30 17:15:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 77 *): Got BlockCommit for 4fa61fa8a5b9857a6b23061f4d42d845a4fa444539e99bcf854403028ecfc44b0925e23d728720b69f15176ea86e102f8be2276a37ed5b6ad1c614f097e2f9b3
Jan 30 17:15:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 78 *): Initializing block on top of 4fa61fa8a5b9857a6b23061f4d42d845a4fa444539e99bcf854403028ecfc44b0925e23d728720b69f15176ea86e102f8be2276a37ed5b6ad1c614f097e2f9b3
Jan 30 17:15:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 78 *): Publishing block 84ffe30edf737f008cdbc067e7c2b47eb0874c28ce7a3b27c245425df1204246137ca04dd8935caaa42c9201337f2e931b3a948213042faf1dc3f123efb84400
Jan 30 17:15:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 78 *): Got BlockNew: 78 / 84ffe30edf737f008cdbc067e7c2b47eb0874c28ce7a3b27c245425df1204246137ca04dd8935caaa42c9201337f2e931b3a948213042faf1dc3f123efb84400
Jan 30 17:15:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 84ffe30edf737f008cdbc067e7c2b47eb0874c28ce7a3b27c245425df1204246137ca04dd8935caaa42c9201337f2e931b3a948213042faf1dc3f123efb84400
Jan 30 17:15:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 78 *): Got BlockCommit for 84ffe30edf737f008cdbc067e7c2b47eb0874c28ce7a3b27c245425df1204246137ca04dd8935caaa42c9201337f2e931b3a948213042faf1dc3f123efb84400
Jan 30 17:15:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 79 *): Initializing block on top of 84ffe30edf737f008cdbc067e7c2b47eb0874c28ce7a3b27c245425df1204246137ca04dd8935caaa42c9201337f2e931b3a948213042faf1dc3f123efb84400
Jan 30 17:15:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 79 *): Publishing block 3b14e9541ccb0a5a35b207f9c03a7ee5f98e2de90086b1e1d49026b136a2734d76a8b4de11084c493341a1fb9a48e736c384c28e588362b9b5a567cb0fe3786c
Jan 30 17:15:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 79 *): Got BlockNew: 79 / 3b14e9541ccb0a5a35b207f9c03a7ee5f98e2de90086b1e1d49026b136a2734d76a8b4de11084c493341a1fb9a48e736c384c28e588362b9b5a567cb0fe3786c
Jan 30 17:15:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 3b14e9541ccb0a5a35b207f9c03a7ee5f98e2de90086b1e1d49026b136a2734d76a8b4de11084c493341a1fb9a48e736c384c28e588362b9b5a567cb0fe3786c
Jan 30 17:15:41 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:42 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 79 *): Got BlockCommit for 3b14e9541ccb0a5a35b207f9c03a7ee5f98e2de90086b1e1d49026b136a2734d76a8b4de11084c493341a1fb9a48e736c384c28e588362b9b5a567cb0fe3786c
Jan 30 17:15:42 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 80 *): Initializing block on top of 3b14e9541ccb0a5a35b207f9c03a7ee5f98e2de90086b1e1d49026b136a2734d76a8b4de11084c493341a1fb9a48e736c384c28e588362b9b5a567cb0fe3786c
Jan 30 17:15:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 80 *): Publishing block 6b1e9e7e8399e9f8f80a9b217081a357cea1b75688fef9978064e70ea57301e5154136d1e91864500b1cf2e74b50ac8cc3ef394f1e2efda23b96b10aa8807e73
Jan 30 17:15:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 80 *): Got BlockNew: 80 / 6b1e9e7e8399e9f8f80a9b217081a357cea1b75688fef9978064e70ea57301e5154136d1e91864500b1cf2e74b50ac8cc3ef394f1e2efda23b96b10aa8807e73
Jan 30 17:15:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 6b1e9e7e8399e9f8f80a9b217081a357cea1b75688fef9978064e70ea57301e5154136d1e91864500b1cf2e74b50ac8cc3ef394f1e2efda23b96b10aa8807e73
Jan 30 17:15:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 80 *): Got BlockCommit for 6b1e9e7e8399e9f8f80a9b217081a357cea1b75688fef9978064e70ea57301e5154136d1e91864500b1cf2e74b50ac8cc3ef394f1e2efda23b96b10aa8807e73
Jan 30 17:15:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 81 *): Initializing block on top of 6b1e9e7e8399e9f8f80a9b217081a357cea1b75688fef9978064e70ea57301e5154136d1e91864500b1cf2e74b50ac8cc3ef394f1e2efda23b96b10aa8807e73
Jan 30 17:15:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 81 *): Publishing block 0d7eafadf4c0f26002cbc8096da027c757d8e272cd9eb1fec91820a5a55014216c104b2a59b756136e23fd500f2a8d1fdd00954d121107f09130e7f9f0546cdb
Jan 30 17:15:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 81 *): Got BlockNew: 81 / 0d7eafadf4c0f26002cbc8096da027c757d8e272cd9eb1fec91820a5a55014216c104b2a59b756136e23fd500f2a8d1fdd00954d121107f09130e7f9f0546cdb
Jan 30 17:15:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 0d7eafadf4c0f26002cbc8096da027c757d8e272cd9eb1fec91820a5a55014216c104b2a59b756136e23fd500f2a8d1fdd00954d121107f09130e7f9f0546cdb
Jan 30 17:15:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:46 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 81 *): Got BlockCommit for 0d7eafadf4c0f26002cbc8096da027c757d8e272cd9eb1fec91820a5a55014216c104b2a59b756136e23fd500f2a8d1fdd00954d121107f09130e7f9f0546cdb
Jan 30 17:15:46 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 82 *): Initializing block on top of 0d7eafadf4c0f26002cbc8096da027c757d8e272cd9eb1fec91820a5a55014216c104b2a59b756136e23fd500f2a8d1fdd00954d121107f09130e7f9f0546cdb
Jan 30 17:15:47 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 82 *): Publishing block ff9077aa76068ecf36f0b28bd3c8ccc282119c5a3146e4d20d8c30fe4611ddc36eb34a79acb6c1c567d298afddedb07ce72c697cd87d427d3a330d051b34aab6
Jan 30 17:15:47 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 82 *): Got BlockNew: 82 / ff9077aa76068ecf36f0b28bd3c8ccc282119c5a3146e4d20d8c30fe4611ddc36eb34a79acb6c1c567d298afddedb07ce72c697cd87d427d3a330d051b34aab6
Jan 30 17:15:47 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: ff9077aa76068ecf36f0b28bd3c8ccc282119c5a3146e4d20d8c30fe4611ddc36eb34a79acb6c1c567d298afddedb07ce72c697cd87d427d3a330d051b34aab6
Jan 30 17:15:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 82 *): Got BlockCommit for ff9077aa76068ecf36f0b28bd3c8ccc282119c5a3146e4d20d8c30fe4611ddc36eb34a79acb6c1c567d298afddedb07ce72c697cd87d427d3a330d051b34aab6
Jan 30 17:15:48 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 83 *): Initializing block on top of ff9077aa76068ecf36f0b28bd3c8ccc282119c5a3146e4d20d8c30fe4611ddc36eb34a79acb6c1c567d298afddedb07ce72c697cd87d427d3a330d051b34aab6
Jan 30 17:15:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 83 *): Publishing block d3c3f3ca0e8e760888fc6f6a6b1498e1f257e3f7b174d583aa010862a2678504187eb9fcbe3e120087a347dc46e3ee9d58dafe903b959f4ace76b9af167b7abf
Jan 30 17:15:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 83 *): Got BlockNew: 83 / d3c3f3ca0e8e760888fc6f6a6b1498e1f257e3f7b174d583aa010862a2678504187eb9fcbe3e120087a347dc46e3ee9d58dafe903b959f4ace76b9af167b7abf
Jan 30 17:15:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: d3c3f3ca0e8e760888fc6f6a6b1498e1f257e3f7b174d583aa010862a2678504187eb9fcbe3e120087a347dc46e3ee9d58dafe903b959f4ace76b9af167b7abf
Jan 30 17:15:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 83 *): Got BlockCommit for d3c3f3ca0e8e760888fc6f6a6b1498e1f257e3f7b174d583aa010862a2678504187eb9fcbe3e120087a347dc46e3ee9d58dafe903b959f4ace76b9af167b7abf
Jan 30 17:15:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 84 *): Initializing block on top of d3c3f3ca0e8e760888fc6f6a6b1498e1f257e3f7b174d583aa010862a2678504187eb9fcbe3e120087a347dc46e3ee9d58dafe903b959f4ace76b9af167b7abf
Jan 30 17:15:53 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 84 *): Publishing block dc69a14c0952c878dd6ded5ac98b4b3972b0d601f663375d00dbf39dcf5af6df5738f8e9f846a09886d193db7d912dd08c6247fcb12c368562ad795cf15d5f28
Jan 30 17:15:53 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 84 *): Got BlockNew: 84 / dc69a14c0952c878dd6ded5ac98b4b3972b0d601f663375d00dbf39dcf5af6df5738f8e9f846a09886d193db7d912dd08c6247fcb12c368562ad795cf15d5f28
Jan 30 17:15:53 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: dc69a14c0952c878dd6ded5ac98b4b3972b0d601f663375d00dbf39dcf5af6df5738f8e9f846a09886d193db7d912dd08c6247fcb12c368562ad795cf15d5f28
Jan 30 17:15:53 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 84 *): Got BlockCommit for dc69a14c0952c878dd6ded5ac98b4b3972b0d601f663375d00dbf39dcf5af6df5738f8e9f846a09886d193db7d912dd08c6247fcb12c368562ad795cf15d5f28
Jan 30 17:15:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 85 *): Initializing block on top of dc69a14c0952c878dd6ded5ac98b4b3972b0d601f663375d00dbf39dcf5af6df5738f8e9f846a09886d193db7d912dd08c6247fcb12c368562ad795cf15d5f28
Jan 30 17:15:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 85 *): Publishing block 9277a10bc60a28ba83276584f77595b35b94e1bf9a9508dad8807815d668063a19fbbeea0dfd0fd5203a2bfd0d0eb930dfdb7cdd22aa5cb9f7c237ccd60d97e3
Jan 30 17:15:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 85 *): Got BlockNew: 85 / 9277a10bc60a28ba83276584f77595b35b94e1bf9a9508dad8807815d668063a19fbbeea0dfd0fd5203a2bfd0d0eb930dfdb7cdd22aa5cb9f7c237ccd60d97e3
Jan 30 17:15:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 9277a10bc60a28ba83276584f77595b35b94e1bf9a9508dad8807815d668063a19fbbeea0dfd0fd5203a2bfd0d0eb930dfdb7cdd22aa5cb9f7c237ccd60d97e3
Jan 30 17:15:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 85 *): Got BlockCommit for 9277a10bc60a28ba83276584f77595b35b94e1bf9a9508dad8807815d668063a19fbbeea0dfd0fd5203a2bfd0d0eb930dfdb7cdd22aa5cb9f7c237ccd60d97e3
Jan 30 17:15:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 86 *): Initializing block on top of 9277a10bc60a28ba83276584f77595b35b94e1bf9a9508dad8807815d668063a19fbbeea0dfd0fd5203a2bfd0d0eb930dfdb7cdd22aa5cb9f7c237ccd60d97e3
Jan 30 17:15:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 86 *): Publishing block bf50ef82dd117c0e83d157aaa8350db7c0eab228dd3e421b709ef3893c9272426896331eb54c180f132738386c3b592954f7fb43a6322ad70df4f5061264d21a
Jan 30 17:15:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 86 *): Got BlockNew: 86 / bf50ef82dd117c0e83d157aaa8350db7c0eab228dd3e421b709ef3893c9272426896331eb54c180f132738386c3b592954f7fb43a6322ad70df4f5061264d21a
Jan 30 17:15:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: bf50ef82dd117c0e83d157aaa8350db7c0eab228dd3e421b709ef3893c9272426896331eb54c180f132738386c3b592954f7fb43a6322ad70df4f5061264d21a
Jan 30 17:15:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:15:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 86 *): Got BlockCommit for bf50ef82dd117c0e83d157aaa8350db7c0eab228dd3e421b709ef3893c9272426896331eb54c180f132738386c3b592954f7fb43a6322ad70df4f5061264d21a
Jan 30 17:15:58 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 87 *): Initializing block on top of bf50ef82dd117c0e83d157aaa8350db7c0eab228dd3e421b709ef3893c9272426896331eb54c180f132738386c3b592954f7fb43a6322ad70df4f5061264d21a
Jan 30 17:15:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 87 *): Publishing block e21b79573bd4ebc6c0a7218cb4d87cb30823edf948000cb34365786cd9fcab646ac1c333676e1aa8d7227e5a6ab427017b48db05f87001a4981171cf9ce0eebc
Jan 30 17:15:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 87 *): Got BlockNew: 87 / e21b79573bd4ebc6c0a7218cb4d87cb30823edf948000cb34365786cd9fcab646ac1c333676e1aa8d7227e5a6ab427017b48db05f87001a4981171cf9ce0eebc
Jan 30 17:15:59 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: e21b79573bd4ebc6c0a7218cb4d87cb30823edf948000cb34365786cd9fcab646ac1c333676e1aa8d7227e5a6ab427017b48db05f87001a4981171cf9ce0eebc
Jan 30 17:16:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:16:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 87 *): Got BlockCommit for e21b79573bd4ebc6c0a7218cb4d87cb30823edf948000cb34365786cd9fcab646ac1c333676e1aa8d7227e5a6ab427017b48db05f87001a4981171cf9ce0eebc
Jan 30 17:16:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 88 *): Initializing block on top of e21b79573bd4ebc6c0a7218cb4d87cb30823edf948000cb34365786cd9fcab646ac1c333676e1aa8d7227e5a6ab427017b48db05f87001a4981171cf9ce0eebc
Jan 30 17:16:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 88 *): Publishing block 841ec992f1e786639ec2ff90f3aeb8e9b28a4be4c34757828c6817e2cf4935370b270d282bca1a50d06cc06f2c1f62f6a249edc03da706e5c1ddcfec01bd35bf
Jan 30 17:16:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 88 *): Got BlockNew: 88 / 841ec992f1e786639ec2ff90f3aeb8e9b28a4be4c34757828c6817e2cf4935370b270d282bca1a50d06cc06f2c1f62f6a249edc03da706e5c1ddcfec01bd35bf
Jan 30 17:16:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 841ec992f1e786639ec2ff90f3aeb8e9b28a4be4c34757828c6817e2cf4935370b270d282bca1a50d06cc06f2c1f62f6a249edc03da706e5c1ddcfec01bd35bf
Jan 30 17:16:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:16:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 88 *): Got BlockCommit for 841ec992f1e786639ec2ff90f3aeb8e9b28a4be4c34757828c6817e2cf4935370b270d282bca1a50d06cc06f2c1f62f6a249edc03da706e5c1ddcfec01bd35bf
Jan 30 17:16:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 89 *): Initializing block on top of 841ec992f1e786639ec2ff90f3aeb8e9b28a4be4c34757828c6817e2cf4935370b270d282bca1a50d06cc06f2c1f62f6a249edc03da706e5c1ddcfec01bd35bf
Jan 30 17:16:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 89 *): Publishing block dcd4e23e735d0d6250dd0756a4331574c0487f4642e4657b13fc8e220d2cb09f04afcc2a96bc7de61f14938c351724275fb5d55f86ded4a67d429e3f7d39c332
Jan 30 17:16:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 89 *): Got BlockNew: 89 / dcd4e23e735d0d6250dd0756a4331574c0487f4642e4657b13fc8e220d2cb09f04afcc2a96bc7de61f14938c351724275fb5d55f86ded4a67d429e3f7d39c332
Jan 30 17:16:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: dcd4e23e735d0d6250dd0756a4331574c0487f4642e4657b13fc8e220d2cb09f04afcc2a96bc7de61f14938c351724275fb5d55f86ded4a67d429e3f7d39c332
Jan 30 17:16:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:16:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 89 *): Got BlockCommit for dcd4e23e735d0d6250dd0756a4331574c0487f4642e4657b13fc8e220d2cb09f04afcc2a96bc7de61f14938c351724275fb5d55f86ded4a67d429e3f7d39c332
Jan 30 17:16:05 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 90 *): Initializing block on top of dcd4e23e735d0d6250dd0756a4331574c0487f4642e4657b13fc8e220d2cb09f04afcc2a96bc7de61f14938c351724275fb5d55f86ded4a67d429e3f7d39c332
Jan 30 17:16:06 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 90 *): Publishing block c8851e9e753d8045caaee4742c5d566da77902c33bf6682671894eb32cd478c75b29464e5542e6e69c5c60b580c234b965541b48b6aafa62f658136f7ba46f8c
Jan 30 17:16:06 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 90 *): Got BlockNew: 90 / c8851e9e753d8045caaee4742c5d566da77902c33bf6682671894eb32cd478c75b29464e5542e6e69c5c60b580c234b965541b48b6aafa62f658136f7ba46f8c
Jan 30 17:16:06 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: c8851e9e753d8045caaee4742c5d566da77902c33bf6682671894eb32cd478c75b29464e5542e6e69c5c60b580c234b965541b48b6aafa62f658136f7ba46f8c
Jan 30 17:16:06 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:16:07 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 90 *): Got BlockCommit for c8851e9e753d8045caaee4742c5d566da77902c33bf6682671894eb32cd478c75b29464e5542e6e69c5c60b580c234b965541b48b6aafa62f658136f7ba46f8c
Jan 30 17:16:07 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 91 *): Initializing block on top of c8851e9e753d8045caaee4742c5d566da77902c33bf6682671894eb32cd478c75b29464e5542e6e69c5c60b580c234b965541b48b6aafa62f658136f7ba46f8c
Jan 30 17:16:08 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 91 *): Publishing block 5ec25bcb517547a1bae30d1221c398073d12ff9230e6ffe998cc9638458ad71010e39e8c47071f7db1838ce964bbb4e1e4205e49fa9535c23271039ddda4df7a
Jan 30 17:16:08 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 91 *): Got BlockNew: 91 / 5ec25bcb517547a1bae30d1221c398073d12ff9230e6ffe998cc9638458ad71010e39e8c47071f7db1838ce964bbb4e1e4205e49fa9535c23271039ddda4df7a
Jan 30 17:16:08 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 5ec25bcb517547a1bae30d1221c398073d12ff9230e6ffe998cc9638458ad71010e39e8c47071f7db1838ce964bbb4e1e4205e49fa9535c23271039ddda4df7a
Jan 30 17:16:08 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:16:09 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 91 *): Got BlockCommit for 5ec25bcb517547a1bae30d1221c398073d12ff9230e6ffe998cc9638458ad71010e39e8c47071f7db1838ce964bbb4e1e4205e49fa9535c23271039ddda4df7a
Jan 30 17:16:09 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 92 *): Initializing block on top of 5ec25bcb517547a1bae30d1221c398073d12ff9230e6ffe998cc9638458ad71010e39e8c47071f7db1838ce964bbb4e1e4205e49fa9535c23271039ddda4df7a
Jan 30 17:16:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 92 *): Publishing block f4860d4bc508d43f052c6be15eaf5d991fa9961f34ca64e5a35831fa21f62ec707be6d949f94a35d2064f3f4dbe4773b2a8fe1845b2c50bd1f6ffca468a10b33
Jan 30 17:16:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 92 *): Got BlockNew: 92 / f4860d4bc508d43f052c6be15eaf5d991fa9961f34ca64e5a35831fa21f62ec707be6d949f94a35d2064f3f4dbe4773b2a8fe1845b2c50bd1f6ffca468a10b33
Jan 30 17:16:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: f4860d4bc508d43f052c6be15eaf5d991fa9961f34ca64e5a35831fa21f62ec707be6d949f94a35d2064f3f4dbe4773b2a8fe1845b2c50bd1f6ffca468a10b33
Jan 30 17:16:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:16:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 92 *): Got BlockCommit for f4860d4bc508d43f052c6be15eaf5d991fa9961f34ca64e5a35831fa21f62ec707be6d949f94a35d2064f3f4dbe4773b2a8fe1845b2c50bd1f6ffca468a10b33
Jan 30 17:16:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 93 *): Initializing block on top of f4860d4bc508d43f052c6be15eaf5d991fa9961f34ca64e5a35831fa21f62ec707be6d949f94a35d2064f3f4dbe4773b2a8fe1845b2c50bd1f6ffca468a10b33
Jan 30 17:16:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 93 *): Publishing block 0b7760d37ba9c853fcf24b33f61c8411a0c3bf0748a2d96e7880f8297da2c150033ffdb6368a982cd9d70a0e88b8a1d0b8cb290f2d7f2757088e340b5724a6fe
Jan 30 17:16:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 95, seq 93 *): Got BlockNew: 93 / 0b7760d37ba9c853fcf24b33f61c8411a0c3bf0748a2d96e7880f8297da2c150033ffdb6368a982cd9d70a0e88b8a1d0b8cb290f2d7f2757088e340b5724a6fe
Jan 30 17:16:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 0b7760d37ba9c853fcf24b33f61c8411a0c3bf0748a2d96e7880f8297da2c150033ffdb6368a982cd9d70a0e88b8a1d0b8cb290f2d7f2757088e340b5724a6fe
Jan 30 17:16:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:73 | Broadcasting PrePrepares
Jan 30 17:16:12 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 95, seq 93 *): Got BlockCommit for 0b7760d37ba9c853fcf24b33f61c8411a0c3bf0748a2d96e7880f8297da2c150033ffdb6368a982cd9d70a0e88b8a1d0b8cb290f2d7f2757088e340b5724a6fe
Jan 30 17:16:12 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:94 | (PP, view 95, seq 94 *): Initializing block on top of 0b7760d37ba9c853fcf24b33f61c8411a0c3bf0748a2d96e7880f8297da2c150033ffdb6368a982cd9d70a0e88b8a1d0b8cb290f2d7f2757088e340b5724a6fe
Jan 30 17:16:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:15 | (PP, view 95, seq 94 *): Publishing block 0773c7af0896a0b961e19afdfa47769a5d95b27a36f1670badced97f8356106f663357a9713e351a8c87d104dc6c2e09ec681771ef8f21a603826cb3010ab5ae
