WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187400, seq 374): Starting change to view 187401
INFO  | pbft_engine::node:48 | (V(187401), view 187401, seq 374): Updated to view 187401
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187401, seq 374): Starting change to view 187402
INFO  | pbft_engine::node:48 | (V(187402), view 187402, seq 374): Updated to view 187402
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187402, seq 374): Starting change to view 187403
INFO  | pbft_engine::node:48 | (V(187403), view 187403, seq 374): Updated to view 187403
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187403, seq 374): Starting change to view 187404
INFO  | pbft_engine::node:48 | (V(187404), view 187404, seq 374 *): Updated to view 187404
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187404
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187404
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187404, seq 374 *): Starting change to view 187405
INFO  | pbft_engine::node:48 | (V(187405), view 187405, seq 374): Updated to view 187405
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187405, seq 374): Starting change to view 187406
INFO  | pbft_engine::node:48 | (V(187406), view 187406, seq 374): Updated to view 187406
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187406, seq 374): Starting change to view 187407
INFO  | pbft_engine::node:48 | (V(187407), view 187407, seq 374): Updated to view 187407
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187407
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187407, seq 374): Starting change to view 187408
INFO  | pbft_engine::node:48 | (V(187408), view 187408, seq 374): Updated to view 187408
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187408
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187408, seq 374): Starting change to view 187409
INFO  | pbft_engine::node:48 | (V(187409), view 187409, seq 374 *): Updated to view 187409
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187409
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187409
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187409, seq 374 *): Starting change to view 187410
INFO  | pbft_engine::node:48 | (V(187410), view 187410, seq 374): Updated to view 187410
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187410, seq 374): Starting change to view 187411
INFO  | pbft_engine::node:48 | (V(187411), view 187411, seq 374): Updated to view 187411
INFO  | pbft_engine::node:39 | (PP, view 187411, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187411, seq 374): Starting change to view 187412
INFO  | pbft_engine::node:48 | (V(187412), view 187412, seq 374): Updated to view 187412
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187412, seq 374): Starting change to view 187413
INFO  | pbft_engine::node:48 | (V(187413), view 187413, seq 374): Updated to view 187413
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187413, seq 374): Starting change to view 187414
INFO  | pbft_engine::node:48 | (V(187414), view 187414, seq 374 *): Updated to view 187414
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187414
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187414
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187414, seq 374 *): Starting change to view 187415
INFO  | pbft_engine::node:48 | (V(187415), view 187415, seq 374): Updated to view 187415
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187415
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187415, seq 374): Starting change to view 187416
INFO  | pbft_engine::node:48 | (V(187416), view 187416, seq 374): Updated to view 187416
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187416, seq 374): Starting change to view 187417
INFO  | pbft_engine::node:48 | (V(187417), view 187417, seq 374): Updated to view 187417
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187417
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187417
INFO  | pbft_engine::node:39 | (PP, view 187417, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187417, seq 374): Starting change to view 187418
INFO  | pbft_engine::node:48 | (V(187418), view 187418, seq 374): Updated to view 187418
INFO  | pbft_engine::node:39 | (PP, view 187418, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187418, seq 374): Starting change to view 187419
INFO  | pbft_engine::node:48 | (V(187419), view 187419, seq 374 *): Updated to view 187419
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187419
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187419
INFO  | pbft_engine::node:39 | (PP, view 187419, seq 374 *): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187419, seq 374 *): Starting change to view 187420
INFO  | pbft_engine::node:48 | (V(187420), view 187420, seq 374): Updated to view 187420
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187420, seq 374): Starting change to view 187421
INFO  | pbft_engine::node:48 | (V(187421), view 187421, seq 374): Updated to view 187421
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187421, seq 374): Starting change to view 187422
INFO  | pbft_engine::node:48 | (V(187422), view 187422, seq 374): Updated to view 187422
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187422, seq 374): Starting change to view 187423
INFO  | pbft_engine::node:48 | (V(187423), view 187423, seq 374): Updated to view 187423
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187423, seq 374): Starting change to view 187424
INFO  | pbft_engine::node:48 | (V(187424), view 187424, seq 374 *): Updated to view 187424
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187424
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187424
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187424, seq 374 *): Starting change to view 187425
INFO  | pbft_engine::node:48 | (V(187425), view 187425, seq 374): Updated to view 187425
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187425, seq 374): Starting change to view 187426
INFO  | pbft_engine::node:48 | (V(187426), view 187426, seq 374): Updated to view 187426
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187426, seq 374): Starting change to view 187427
INFO  | pbft_engine::node:48 | (V(187427), view 187427, seq 374): Updated to view 187427
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187427
INFO  | pbft_engine::node:39 | (PP, view 187427, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187427, seq 374): Starting change to view 187428
INFO  | pbft_engine::node:48 | (V(187428), view 187428, seq 374): Updated to view 187428
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187428, seq 374): Starting change to view 187429
INFO  | pbft_engine::node:48 | (V(187429), view 187429, seq 374 *): Updated to view 187429
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187429
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187429
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187429, seq 374 *): Starting change to view 187430
INFO  | pbft_engine::node:48 | (V(187430), view 187430, seq 374): Updated to view 187430
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187430, seq 374): Starting change to view 187431
INFO  | pbft_engine::node:48 | (V(187431), view 187431, seq 374): Updated to view 187431
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187431, seq 374): Starting change to view 187432
INFO  | pbft_engine::node:48 | (V(187432), view 187432, seq 374): Updated to view 187432
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187432, seq 374): Starting change to view 187433
INFO  | pbft_engine::node:48 | (V(187433), view 187433, seq 374): Updated to view 187433
INFO  | pbft_engine::node:39 | (PP, view 187433, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187433, seq 374): Starting change to view 187434
INFO  | pbft_engine::node:48 | (V(187434), view 187434, seq 374 *): Updated to view 187434
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187434
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187434
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187434, seq 374 *): Starting change to view 187435
INFO  | pbft_engine::node:48 | (V(187435), view 187435, seq 374): Updated to view 187435
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187435
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187435, seq 374): Starting change to view 187436
INFO  | pbft_engine::node:48 | (V(187436), view 187436, seq 374): Updated to view 187436
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187436
INFO  | pbft_engine::node:39 | (PP, view 187436, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187436, seq 374): Starting change to view 187437
INFO  | pbft_engine::node:48 | (V(187437), view 187437, seq 374): Updated to view 187437
INFO  | pbft_engine::node:39 | (PP, view 187437, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187437, seq 374): Starting change to view 187438
INFO  | pbft_engine::node:48 | (V(187438), view 187438, seq 374): Updated to view 187438
INFO  | pbft_engine::node:39 | (PP, view 187438, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187438, seq 374): Starting change to view 187439
INFO  | pbft_engine::node:48 | (V(187439), view 187439, seq 374 *): Updated to view 187439
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187439
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187439
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187439, seq 374 *): Starting change to view 187440
INFO  | pbft_engine::node:48 | (V(187440), view 187440, seq 374): Updated to view 187440
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187440, seq 374): Starting change to view 187441
INFO  | pbft_engine::node:48 | (V(187441), view 187441, seq 374): Updated to view 187441
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187441, seq 374): Starting change to view 187442
INFO  | pbft_engine::node:48 | (V(187442), view 187442, seq 374): Updated to view 187442
INFO  | pbft_engine::node:39 | (PP, view 187442, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187442, seq 374): Starting change to view 187443
INFO  | pbft_engine::node:48 | (V(187443), view 187443, seq 374): Updated to view 187443
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187443, seq 374): Starting change to view 187444
INFO  | pbft_engine::node:48 | (V(187444), view 187444, seq 374 *): Updated to view 187444
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187444
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187444
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187444, seq 374 *): Starting change to view 187445
INFO  | pbft_engine::node:48 | (V(187445), view 187445, seq 374): Updated to view 187445
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187445, seq 374): Starting change to view 187446
INFO  | pbft_engine::node:48 | (V(187446), view 187446, seq 374): Updated to view 187446
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187446, seq 374): Starting change to view 187447
INFO  | pbft_engine::node:48 | (V(187447), view 187447, seq 374): Updated to view 187447
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187447
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187447
INFO  | pbft_engine::node:39 | (PP, view 187447, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187447, seq 374): Starting change to view 187448
INFO  | pbft_engine::node:48 | (V(187448), view 187448, seq 374): Updated to view 187448
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187448, seq 374): Starting change to view 187449
INFO  | pbft_engine::node:48 | (V(187449), view 187449, seq 374 *): Updated to view 187449
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187449
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187449
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187449, seq 374 *): Starting change to view 187450
INFO  | pbft_engine::node:48 | (V(187450), view 187450, seq 374): Updated to view 187450
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187450, seq 374): Starting change to view 187451
INFO  | pbft_engine::node:48 | (V(187451), view 187451, seq 374): Updated to view 187451
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187451, seq 374): Starting change to view 187452
INFO  | pbft_engine::node:48 | (V(187452), view 187452, seq 374): Updated to view 187452
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187452, seq 374): Starting change to view 187453
INFO  | pbft_engine::node:48 | (V(187453), view 187453, seq 374): Updated to view 187453
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187453
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187453, seq 374): Starting change to view 187454
INFO  | pbft_engine::node:48 | (V(187454), view 187454, seq 374 *): Updated to view 187454
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187454
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187454
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187454, seq 374 *): Starting change to view 187455
INFO  | pbft_engine::node:48 | (V(187455), view 187455, seq 374): Updated to view 187455
INFO  | pbft_engine::node:39 | (PP, view 187455, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187455, seq 374): Starting change to view 187456
INFO  | pbft_engine::node:48 | (V(187456), view 187456, seq 374): Updated to view 187456
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187456, seq 374): Starting change to view 187457
INFO  | pbft_engine::node:48 | (V(187457), view 187457, seq 374): Updated to view 187457
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187457
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187457, seq 374): Starting change to view 187458
INFO  | pbft_engine::node:48 | (V(187458), view 187458, seq 374): Updated to view 187458
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187458
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187458, seq 374): Starting change to view 187459
INFO  | pbft_engine::node:48 | (V(187459), view 187459, seq 374 *): Updated to view 187459
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187459
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187459
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187459, seq 374 *): Starting change to view 187460
INFO  | pbft_engine::node:48 | (V(187460), view 187460, seq 374): Updated to view 187460
INFO  | pbft_engine::node:39 | (PP, view 187460, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187460, seq 374): Starting change to view 187461
INFO  | pbft_engine::node:48 | (V(187461), view 187461, seq 374): Updated to view 187461
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187461, seq 374): Starting change to view 187462
INFO  | pbft_engine::node:48 | (V(187462), view 187462, seq 374): Updated to view 187462
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187462
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187462, seq 374): Starting change to view 187463
INFO  | pbft_engine::node:48 | (V(187463), view 187463, seq 374): Updated to view 187463
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187463, seq 374): Starting change to view 187464
INFO  | pbft_engine::node:48 | (V(187464), view 187464, seq 374 *): Updated to view 187464
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187464
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187464
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187464, seq 374 *): Starting change to view 187465
INFO  | pbft_engine::node:48 | (V(187465), view 187465, seq 374): Updated to view 187465
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187465
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187465, seq 374): Starting change to view 187466
INFO  | pbft_engine::node:48 | (V(187466), view 187466, seq 374): Updated to view 187466
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187466, seq 374): Starting change to view 187467
INFO  | pbft_engine::node:48 | (V(187467), view 187467, seq 374): Updated to view 187467
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187467, seq 374): Starting change to view 187468
INFO  | pbft_engine::node:48 | (V(187468), view 187468, seq 374): Updated to view 187468
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187468, seq 374): Starting change to view 187469
INFO  | pbft_engine::node:48 | (V(187469), view 187469, seq 374 *): Updated to view 187469
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187469
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187469
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187469, seq 374 *): Starting change to view 187470
INFO  | pbft_engine::node:48 | (V(187470), view 187470, seq 374): Updated to view 187470
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187470, seq 374): Starting change to view 187471
INFO  | pbft_engine::node:48 | (V(187471), view 187471, seq 374): Updated to view 187471
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187471, seq 374): Starting change to view 187472
INFO  | pbft_engine::node:48 | (V(187472), view 187472, seq 374): Updated to view 187472
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187472
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187472
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187472, seq 374): Starting change to view 187473
INFO  | pbft_engine::node:48 | (V(187473), view 187473, seq 374): Updated to view 187473
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187473
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187473, seq 374): Starting change to view 187474
INFO  | pbft_engine::node:48 | (V(187474), view 187474, seq 374 *): Updated to view 187474
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187474
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187474
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187474, seq 374 *): Starting change to view 187475
INFO  | pbft_engine::node:48 | (V(187475), view 187475, seq 374): Updated to view 187475
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187475, seq 374): Starting change to view 187476
INFO  | pbft_engine::node:48 | (V(187476), view 187476, seq 374): Updated to view 187476
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187476, seq 374): Starting change to view 187477
INFO  | pbft_engine::node:48 | (V(187477), view 187477, seq 374): Updated to view 187477
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187477
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187477
INFO  | pbft_engine::node:39 | (PP, view 187477, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187477, seq 374): Starting change to view 187478
INFO  | pbft_engine::node:48 | (V(187478), view 187478, seq 374): Updated to view 187478
INFO  | pbft_engine::node:39 | (PP, view 187478, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187478, seq 374): Starting change to view 187479
INFO  | pbft_engine::node:48 | (V(187479), view 187479, seq 374 *): Updated to view 187479
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187479
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187479
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187479, seq 374 *): Starting change to view 187480
INFO  | pbft_engine::node:48 | (V(187480), view 187480, seq 374): Updated to view 187480
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187480, seq 374): Starting change to view 187481
INFO  | pbft_engine::node:48 | (V(187481), view 187481, seq 374): Updated to view 187481
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187481, seq 374): Starting change to view 187482
INFO  | pbft_engine::node:48 | (V(187482), view 187482, seq 374): Updated to view 187482
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187482
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187482
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187482, seq 374): Starting change to view 187483
INFO  | pbft_engine::node:48 | (V(187483), view 187483, seq 374): Updated to view 187483
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187483
INFO  | pbft_engine::node:39 | (PP, view 187483, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187483, seq 374): Starting change to view 187484
INFO  | pbft_engine::node:48 | (V(187484), view 187484, seq 374 *): Updated to view 187484
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187484
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187484
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187484, seq 374 *): Starting change to view 187485
INFO  | pbft_engine::node:48 | (V(187485), view 187485, seq 374): Updated to view 187485
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187485, seq 374): Starting change to view 187486
INFO  | pbft_engine::node:48 | (V(187486), view 187486, seq 374): Updated to view 187486
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187486, seq 374): Starting change to view 187487
INFO  | pbft_engine::node:48 | (V(187487), view 187487, seq 374): Updated to view 187487
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187487
INFO  | pbft_engine::node:39 | (PP, view 187487, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187487, seq 374): Starting change to view 187488
INFO  | pbft_engine::node:48 | (V(187488), view 187488, seq 374): Updated to view 187488
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187488, seq 374): Starting change to view 187489
INFO  | pbft_engine::node:48 | (V(187489), view 187489, seq 374 *): Updated to view 187489
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187489
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187489
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187489, seq 374 *): Starting change to view 187490
INFO  | pbft_engine::node:48 | (V(187490), view 187490, seq 374): Updated to view 187490
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187490, seq 374): Starting change to view 187491
INFO  | pbft_engine::node:48 | (V(187491), view 187491, seq 374): Updated to view 187491
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187491, seq 374): Starting change to view 187492
INFO  | pbft_engine::node:48 | (V(187492), view 187492, seq 374): Updated to view 187492
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187492
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187492, seq 374): Starting change to view 187493
INFO  | pbft_engine::node:48 | (V(187493), view 187493, seq 374): Updated to view 187493
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187493, seq 374): Starting change to view 187494
INFO  | pbft_engine::node:48 | (V(187494), view 187494, seq 374 *): Updated to view 187494
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187494
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187494
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187494, seq 374 *): Starting change to view 187495
INFO  | pbft_engine::node:48 | (V(187495), view 187495, seq 374): Updated to view 187495
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187495, seq 374): Starting change to view 187496
INFO  | pbft_engine::node:48 | (V(187496), view 187496, seq 374): Updated to view 187496
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187496, seq 374): Starting change to view 187497
INFO  | pbft_engine::node:48 | (V(187497), view 187497, seq 374): Updated to view 187497
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187497
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187497
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187497, seq 374): Starting change to view 187498
INFO  | pbft_engine::node:48 | (V(187498), view 187498, seq 374): Updated to view 187498
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187498
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187498
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187498, seq 374): Starting change to view 187499
